"Ntsb_No","Event_Type","Mkey","Event_Date","City","State","Country","Report_No","N","Has_Safety_Rec","Report_Type","Original_Publish_Date","Highest_Injury_Level","Fatal_Injury_Count","Serious_Injury_Count","Minor_Injury_Count","Probable_Cause","Event_ID","Latitude","Longitude","Make","Model","AirCraft_Category","Airport_ID","Airport_Name","Amateur_Built","Number_Of_Engines","Scheduled","Purpose_Of_Flight","FAR","AirCraft_Damage","Weather_Condition","Operator","Report_Status","Rep_Gen_Flag","Docket_Url","Docket_Publish_Date","event_year","operator_type","sms_keywords"
"DCA23LA067","ACC","106329",2022-11-19,"Red Oak","Iowa","United States",NA,"N330NW","FALSE","DirectorBrief","2023-10-16T04:00:00Z","None","0","0","0","Multiple bird strikes during descent.",NA,"40.93","-95.34","AIRBUS","A320","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","Substantial","VMC","DELTA AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106329","2023-10-16 18:00:00",2022,"Other","Other"
"WPR23LA028","ACC","106262",2022-11-03,"Mesa","Arizona","United States",NA,"N150NE","FALSE","DirectorBrief","2024-11-07T05:00:00Z","None","0","0","0","Maintenance personnel’s failure to properly align the right brake wheel speed transducer, which rendered the right wheel brake ineffective during landing, and the pilot’s subsequent failure to follow the correct procedures to restore braking action during the landing roll. Contributing to the accident was the pilot’s failure to attain the proper approach and landing speed, which resulted in the airplane landing excessively fast.",NA,"33.46","-111.73","ECLIPSE AEROSPACE INC","EA500","AIR","FFZ","FALCON FLD","FALSE","2","NSCH","POSI","91","Substantial","VMC","Elite Flight Travel","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106262","2024-11-07 19:00:00",2022,"Other","Human Factors"
"CEN23LA286","ACC","192566",2022-10-12,"Holland","Michigan","United States",NA,"N704JT","FALSE","DirectorBrief","2023-10-05T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll with gusty wind which exceeded the maximum crosswind of the airplane.",NA,"42.74","-86.11","HONDA AIRCRAFT CO LLC","HA-420","AIR","BIV","West Michigan Regional","FALSE","2","NSCH","BUS","135","Substantial","VMC","Protocom Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192566","2023-10-05 17:00:00",2022,"Other","Environmental"
"DCA23LA005","INC","106077",2022-10-05,"Dayton","Ohio","United States",NA,"N447AW","FALSE","DirectorBrief","2024-10-03T04:00:00Z","None","0","0","0","The airplane’s right turn, which developed during the landing rollout and persisted until the airplane came to rest, for reasons that could not be determined based on the available evidence. Contributing to the incident was the pilot’s reliance primarily on differential braking, rather than sufficient and sustained opposing rudder pedal, when attempting to arrest the turn.",NA,"39.89","-84.22","BOMBARDIER INC","CL-600-2B19","AIR","DAY","JAMES M COX DAYTON INTL","FALSE","2","SCHD",NA,"121","Minor","VMC","AIR WISCONSIN AIRLINES LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106077","2024-10-03 18:00:00",2022,"Commercial","Other"
"CEN23LA003","ACC","106055",2022-10-03,"Houston","Texas","United States",NA,"N179SP","FALSE","DirectorBrief","2024-04-18T04:00:00Z","None","0","0","0","The crew failed to ensure the main entry door was locked before departure. Contributing to the accident was a corroded/jammed door sensor that provided an erroneous locked indication to the crew alerting system.",NA,"29.65","-95.28","EMBRAER S A","EMB-545","AIR",NA,NA,"FALSE","2",NA,"BUS","91","Substantial","VMC","PARTEE AVIATION LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106055","2024-04-18 17:00:00",2022,"Other","Other"
"CEN22LA434","ACC","106010",2022-09-27,"McGregor","Texas","United States",NA,"N409ST","FALSE","DirectorBrief","2023-10-20T04:00:00Z","None","0","0","0","The flight crew’s failure to ensure the landing gear was down which resulted in a gear up landing and subsequent runway excursion.",NA,"31.44","-97.41","CESSNA","550","AIR","PWG","McGregor Executive Airport","FALSE","2",NA,"PERS","91","Substantial","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106010","2023-10-20 17:00:00",2022,"Other","Technical"
"DCA22LA212","INC","106004",2022-09-22,"Los Angeles","California","United States",NA,"N393HA","FALSE","DirectorBrief","2024-09-19T04:00:00Z","None","0","0","0","Uncommanded movement of the trimmable horizontal stabilizer control wheel for reasons that could not be determined based on the available evidence.",NA,"33.94","-118.41","AIRBUS","A330-243","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","Hawaiian Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106004","2024-09-19 18:00:00",2022,"Commercial","Other"
"WPR22LA353","ACC","105974",2022-09-20,"Pasco","Washington","United States",NA,"N528DV","FALSE","DirectorBrief","2024-09-11T04:00:00Z","None","0","0","0","The failure of the pilot to ensure the landing gear was extended before landing. Contributing was the pilot’s failure to fly a stabilized approach, and his configuration of the airplane that prevented activation of the landing gear not extended warning system on final approach.",NA,"46.27","-119.11","CESSNA","525B","AIR","PSC","TRI-CITIES","FALSE","2",NA,"BUS","91","Destroyed","VMC","PACIFIC CATARACT & LASER INSTITUTE INC PC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105974","2024-09-11 17:00:00",2022,"Other","Technical"
"DCA22LA201","ACC","105950",2022-09-11,"Chicago","Illinois","United States",NA,"N963WN, N909NN","FALSE","DirectorBrief","2023-07-18T04:00:00Z","None","0","0","0","Southwest Airlines flight crew’s misjudgment of the distance required to safely pass the American Airlines airplane.",NA,"41.98","-87.91","BOEING, BOEING","737-7H4, 737-823","AIR,AIR","KORD","Chicago O'Hare International","FALSE,FALSE","2,2","SCHD",",","121121","Minor,Substantial","VMC","SOUTHWEST AIRLINES CO,American Airlines Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105950","2023-07-18 18:00:00",2022,"Commercial","Other"
"DCA22LA178","ACC","105714",2022-08-06,"Atlanta","Georgia","United States",NA,"N540US","FALSE","DirectorBrief","2024-07-16T04:00:00Z","None","0","0","0","The overpitch control of the airplane during landing resulting in a tail strike.",NA,"33.64","-84.43","BOEING","757-251","AIR","KATL","Atlanta Hartsfield Jackson International","FALSE","2","SCHD",NA,"121","Substantial","VMC","DELTA AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105714","2024-07-16 18:00:00",2022,"Other","Other"
"DCA22LA175","ACC","105684",2022-08-05,"Chicago","Illinois","United States",NA,"A7-BFH","FALSE","DirectorBrief","2023-04-25T04:00:00Z","None","0","0","0","The ground controller’s inappropriate routing of the B777 through a non-movement area, resulting in the airplane’s right wingtip contacting a light pole. Contributing to the accident was the lack of an appropriate display of taxiway BB2 as a restricted movement area on the ASDE-X and the flight crew’s acceptance of ATC instruction that was contrary to NOTAM information.",NA,"41.98","-87.91","BOEING","777","AIR","ORD","CHICAGO O'HARE INTL","FALSE","2","NSCH",NA,"129","Substantial","VMC","Qatar Airways Group Q.J.S.C","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105684","2023-04-25 19:00:00",2022,"Other","Operational"
"ERA22LA325","ACC","105531",2022-07-15,"Brunswick","Georgia","United States",NA,"N400MX","FALSE","DirectorBrief","2022-11-03T04:00:00Z","None","0","0","0","An in-flight collision with a bird.",NA,"31.26","-81.47","RAYTHEON AIRCRAFT COMPANY","400A","AIR","BQK","BRUNSWICK GOLDEN ISLES","FALSE","2","NSCH","BUS","91","Substantial","VMC","Aircraft Mgt. Group, Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105531","2022-10-31 19:00:00",2022,"Other","Other"
"DCA22LA133","INC","105303",2022-06-21,"Pittsburgh","Pennsylvania","United States",NA,"N37513","FALSE","DirectorBrief","2023-08-03T04:00:00Z","None","0","0","0","The flightcrew’s misidentification of the intended landing runway, which resulted in approach to and landing on the wrong runway. Contributing to the incident was the distraction caused by the dual reset of the flight management computer displays.",NA,"40.49","-80.23","BOEING","737-9","AIR","KPIT","Pittsburgh International Airport","FALSE","2","SCHD",NA,"121","None","VMC","UNITED AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105303","2023-05-04 19:00:00",2022,"Commercial","Operational"
"DCA22LA126","INC","105216",2022-06-08,"Tulsa","Oklahoma","United States",NA,"N949FD","FALSE","DirectorBrief","2023-08-03T04:00:00Z","None","0","0","0","The flight crew’s misidentification of the intended landing runway. Contributing to the incident were (1) the flight crew’s failure to perceive and correctly interpret visual and auditory indicators – including electronic guidance – that they were approaching the incorrect runway which was likely the result of a degradation in cognitive function brought on by working within their window of circadian low, increased workload, and fatigue, and  (2) the air traffic controller’s failure to monitor the arriving flight after issuing a landing clearance.",NA,"36.2","-95.88","BOEING","757-236","AIR","TUL","Tulsa International Airport","FALSE","2","NSCH",NA,"121","None","VMC","Federal Express Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105216","2023-02-14 17:00:00",2022,"Commercial","Environmental"
"DCA22LA182","INC","105749",2022-05-11,"Houston","Texas","United States",NA,"N965SW","FALSE","DirectorBrief","2024-07-17T04:00:00Z","None","0","0","0","A lateral runway excursion during landing for reasons that could not be determined based on the available evidence.",NA,"29.98","-95.34","MITSUBISHI","CL-600-2B19","AIR","IAH","George Bush Intercontinental/Houston Airport","FALSE","2","SCHD",NA,"121","Minor","VMC","SKYWEST AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105749","2024-07-17 18:00:00",2022,"Commercial","Operational"
"ERA22LA190","ACC","104951",2022-04-17,"Caldwell","New Jersey","United States",NA,"N225SC","FALSE","DirectorBrief","2022-09-08T04:00:00Z","None","0","0","0","The flight crew’s failure to attain a proper touchdown point during landing, which resulted in an overrun of the runway and collision with terrain.",NA,"40.88","-74.28","TEXTRON AVIATION INC","525B","AIR","CDW","Essex County Airport","FALSE","2",NA,"PERS","91","Substantial","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104951","2022-08-17 19:00:00",2022,"Other","Technical"
"WPR22LA143","ACC","104897",2022-04-02,"Van Nuys","California","United States",NA,"N3901L, N604RM","FALSE","DirectorBrief","2022-07-20T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain sufficient distance behind a jet airplane which, resulted in his loss of airplane control due to the jet airplane’s jet blast and the flight instructor’s delayed remedial action.",NA,"34.22","-118.49","CESSNA, BOMBARDIER INC","172G, CL-600-2B16","AIR,AIR","VNY","Van Nuys","FALSE,FALSE","1,2",NA,"INST,EXEC","91091","Substantial,None","VMC",",SANCTUS AVIATION LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104897","2022-07-08 14:00:00",2022,"Other","Technical"
"ERA22LA150","ACC","104756",2022-03-09,"Pittsburgh","Pennsylvania","United States",NA,"N903JT","FALSE","DirectorBrief","2024-03-20T04:00:00Z","None","0","0","0","The flight crew's continuation of an unstable approach, which resulted in a long landing on a contaminated runway. Contributing to the outcome was the captain’s full application of the emergency brake, which resulted in hydroplaning and a runway excursion.",NA,"40.35","-79.94","Honda Jet","HA-420","AIR","AGC","ALLEGHENY COUNTY","FALSE","2","NSCH","PERS","135","Substantial","IMC","Jet It LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104756","2024-02-15 17:00:00",2022,"Commercial","Operational"
"ERA22LA148","ACC","104737",2022-03-07,"Middle River","Maryland","United States",NA,"N22AU","FALSE","DirectorBrief","2024-03-20T04:00:00Z","None","0","0","0","And undetermined failure of the brake system. Contributing to the accident was the failure of the pilots to locate and operate the emergency brake control, which resulted in a runway excursion and collision with terrain and an object.",NA,"39.32","-76.4","CESSNA","525","AIR","MTN","MARTIN STATE","FALSE","2","NSCH","POSI","135","Substantial","VMC","Executive Flight Services LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104737","2024-03-20 17:00:00",2022,"Other","Technical"
"CEN22LA130","ACC","104676",2022-02-21,"Aspen","Colorado","United States",NA,"N99AP","TRUE","DirectorBrief","2023-03-16T04:00:00Z","None","0","0","0","The flight crew’s decision to takeoff in tailwind conditions that were consistently above the airplane’s tailwind limitation, which resulted in a runway overrun following an aborted takeoff. Contributing was the flight crew’s use of the instantaneous wind report for the decision to attempt the takeoff.",NA,"39.23","-106.87","RAYTHEON AIRCRAFT COMPANY","HAWKER 800XP","AIR","ASE","ASPEN-PITKIN COUNTY/SARDY FLD","FALSE","2",NA,"BUS","91","Substantial","VMC","Nxt Jet, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104676","2023-03-16 18:00:00",2022,"Commercial","Environmental"
"ENG22FA009","INC","104596",2022-02-04,"Las Vegas","Nevada","United States",NA,"N817SY","FALSE","DirectorBrief","2023-03-21T04:00:00Z","None","0","0","0","The fatigue failure of the right main landing gear initiated by liquid metal embrittlement by cadmium at arc burn locations in the outer cylinder tooling hole area. The arc burns were likely the result of operator error during stylus cadmium plating operations during overhaul.",NA,"36.08","-115.14","BOEING","737-8K2","AIR","LAS","Harry Reid International Airport","FALSE","2","SCHD",NA,"121","Minor","VMC","Sun Country Airlines, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104596","2023-03-13 20:00:00",2022,"Commercial","Technical"
"DCA22LA069","ACC","104551",2022-01-22,"Hayden","Colorado","United States",NA,"N760JB","FALSE","DirectorBrief","2023-12-12T05:00:00Z","None","0","0","0","The captain’s rotation of the airplane pitch before the rotation speed on takeoff due to his surprise about encountering head on landing traffic, which resulted in an exceedance of the airplane’s pitch limit and a subsequent tail strike. Contributing to the accident was the flight crew’s expectation bias that the incoming aircraft was landing on the same runway as they were departing from, and the conflicting traffic’s nonstandard use of phraseology when making position calls on the common traffic advisory frequency.",NA,"40.29","-107.13","AIRBUS","A320-232","AIR","HDN","Yampa Valley International Airport","FALSE","2","SCHD",NA,"121","Substantial","VMC","JETBLUE AIRWAYS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104551","2023-12-12 19:00:00",2022,"Commercial","Operational"
"DCA22LA053","ACC","104463",2021-12-31,"Newark","New Jersey","United States",NA,"TC-JOK, N633RW","FALSE","DirectorBrief","2022-07-20T04:00:00Z","None","0","0","0","Turkish Airlines flightcrew’ s misperception of the distance to safely pass the stopped Republic Airways airplane.",NA,"40.69","-74.17","AIRBUS, EMBRAER","A330, ERJ 170-100 SE","AIR,AIR","EWR","NEWARK LIBERTY INTL","FALSE,FALSE",",2","SCHD",",","129121","Minor,Substantial","IMC","Turkish Airlines,REPUBLIC AIRWAYS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104463","2022-06-16 12:00:00",2021,"Commercial","Other"
"CEN22LA084","ACC","104447",2021-12-20,"Dubuque","Iowa","United States",NA,"N287CB","FALSE","DirectorBrief","2022-06-14T04:00:00Z","None","0","0","0","An inflight collision with a flock of geese that resulted in substantial damage to the vertical stabilizer.",NA,"42.51","-90.67","TEXTRON AVIATION INC","525","AIR","DBQ",NA,"FALSE","2",NA,"BUS","91","Substantial","VMC","COTTINGHAM & BUTLER INSURANCE SERVICES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104447","2022-01-18 05:00:00",2021,"Other","Other"
